ECONOMY,YEAR,US Dollars at current prices and current exchange rates in millions,US Dollars at current prices and current exchange rates per capita,Percentage of total world,Percentage of Gross Domestic Product
          Canada,2005,341629.8841,10582.21087,2.954507161,30.13255259
          Canada,2006,375157.4702,11498.03001,2.623403806,29.34110668
          Canada,2007,518435.381,15720.96098,2.896113428,36.40527035
          Canada,2008,449566.389,13489.16855,2.909572863,29.91767086
          Canada,2009,547336.1361,16253.26962,3.033844345,40.91997252
          Canada,2010,584580.8772,17185.16834,2.936609293,37.06823205
          Canada,2011,595001.9589,17321.96691,2.911225038,34.27730527
          Cape Verde,1980,0,0,0,0
          Cape Verde,1981,0,0,0,0
          Cape Verde,1982,0,0,0,0
          Cape Verde,1983,0,0,0,0
          Cape Verde,1984,0,0,0,0
          Cape Verde,1985,0,0,0,0
          Cape Verde,1986,0,0,0,0
          Cape Verde,1987,2.77740582,8.266925284,0.000207716,1.176112916
          Cape Verde,1988,3.37531782,9.960891526,0.000220828,1.27200559
          Cape Verde,1989,3.54934082,10.35862324,0.000193117,1.322585211
          Cape Verde,1990,3.80194182,10.91994261,0.000182685,1.234205048
          Cape Verde,1991,5.54627182,15.5945279,0.00023657,1.727213375
          Cape Verde,1992,5.99674382,16.44173264,0.000247259,1.672958544
          Cape Verde,1993,9.64081382,25.72118302,0.000369557,2.666544643
          Cape Verde,1994,11.76925382,30.56147302,0.000412695,2.877254689
          Cape Verde,1995,37.94985382,96.08871547,0.001103809,7.735241389
          Cape Verde,1996,66.47785382,164.4815591,0.001667858,13.16746435
          Cape Verde,1997,78.05445382,189.0428121,0.001701133,15.82145484
          Cape Verde,1998,86.83014522,206.1479743,0.001506786,16.51775733
          Cape Verde,1999,148.4369729,345.782856,0.002079672,24.87071559
          Cape Verde,2000,191.8816132,438.8493526,0.002575584,35.58455462
          Cape Verde,2001,204.5331439,459.5259088,0.002735283,36.32757859
          Cape Verde,2002,243.0562833,536.8562161,0.003240225,39.14108148
          Cape Verde,2003,276.556999,601.1703538,0.002946007,33.97655693
          Cape Verde,2004,297.7716872,637.921795,0.002682467,32.2152759
          Cape Verde,2005,379.3441745,802.1945692,0.003280671,39.02816077
          Cape Verde,2006,509.9494059,1066.244181,0.003565978,46.02890951
          Cape Verde,2007,700.2284029,1449.679214,0.003911656,52.60094818
          Cape Verde,2008,909.2861653,1865.696082,0.005884858,59.37405883
          Cape Verde,2009,1028.700562,2092.466681,0.005702012,66.39782487
          Cape Verde,2010,1140.141371,2298.676754,0.005727436,70.85959255
          Cape Verde,2011,1231.85,2460.82084,0.006027195,66.81041245
          Cayman Islands,1980,222.32,13185.45756,0.031807644,128.3652909
          Cayman Islands,1981,319.44,18228.71491,0.042639239,154.6064614
          Cayman Islands,1982,339.37,18733.16405,0.043286715,137.6833308
          Cayman Islands,1983,356.89,19082.98578,0.042665187,103.873237
          Cayman Islands,1984,1025.13,52934.52442,0.118389822,266.5722248
          Cayman Islands,1985,1479.11,73324.90581,0.149768473,355.4858569
          Cayman Islands,1986,1493.39,70639.51563,0.131424241,326.7390344
          Cayman Islands,1987,1598.13,71816.38431,0.119520456,299.1149955
          Cayman Islands,1988,1620.56,69033.43983,0.106024132,248.3650917
          Cayman Islands,1989,1700.02,68682.1267,0.092496973,227.5626321
          Cayman Islands,1990,1749.06,67147.57371,0.08404307,188.0948537
          Cayman Islands,1991,1740.52,63608.52246,0.074239785,179.2761524
          Cayman Islands,1992,1768.01,61581.67886,0.072898881,171.7891586
          Cayman Islands,1993,2227.77,74076.27851,0.085396066,201.4962152
          Cayman Islands,1994,2694.84,85721.92003,0.094495948,224.5071966
          Cayman Islands,1995,2745.15,83714.01561,0.079845389,211.7651013
          Cayman Islands,1996,3976.86,116637.1422,0.099775118,282.7515263
          Cayman Islands,1997,7127.73,201570.3741,0.155343038,465.3228682
          Cayman Islands,1998,11481.84,312822.5806,0.19924732,571.291028
          Cayman Islands,1999,17957.67,469064.6223,0.251595406,824.1232579
          Cayman Islands,2000,25584.53,636510.2625,0.343415474,1123.433234
          Cayman Islands,2001,29507.35,694274.2524,0.394610647,1263.004111
          Cayman Islands,2002,29311.46,649676.6186,0.390756043,1202.967351
          Cayman Islands,2003,26622.9,556789.7103,0.283598845,1053.610243
          Cayman Islands,2004,36291.99,721898.2356,0.326935317,1363.482708
          Cayman Islands,2005,46513.227,889898.7335,0.402258903,1529.159395
          Cayman Islands,2006,61476.029,1144549.244,0.42989001,1916.920764
          Cayman Islands,2007,84694.469,1548939.611,0.473125095,2408.814353
          Cayman Islands,2008,104328.653,1886764.68,0.675210214,2931.007669
          Cayman Islands,2009,124754.428,2237225.902,0.69150471,3720.925926
          Cayman Islands,2010,140629.203,2500963.952,0.706442924,4383.97206
          Cayman Islands,2011,148037.063,2609548.256,0.724315606,4614.904544
          Central African Republic,1980,49.63,21.82852971,0.007100636,4.464420804
          Central African Republic,1981,55.41,23.68192622,0.007396194,5.579182712
          Central African Republic,1982,64.56,26.77531628,0.008234642,6.913267907
          Central African Republic,1983,69.03,27.77733067,0.008252341,8.398241551
          Central African Republic,1984,74.18,29.00139494,0.008566872,9.422373125
          Central African Republic,1985,77.17,29.37976227,0.00781391,8.922936296
          Central African Republic,1986,85.33,31.7182418,0.007509378,7.603373434
          Central African Republic,1987,97.23,35.3601954,0.007271607,8.095807626
          Central African Republic,1988,93.4,33.26485664,0.006110637,7.383987078
          Central African Republic,1989,94.69,33.0101115,0.005152021,7.673853346
          Central African Republic,1990,95.38785,32.50258878,0.004583426,6.620885076
          Central African Republic,1991,90.51381,30.09756107,0.003860758,6.761903678
          Central African Republic,1992,79.83721,25.87951278,0.003291861,5.788754874
          Central African Republic,1993,69.85708,22.06568876,0.002677799,5.580702315
          Central African Republic,1994,73.45936,22.6205867,0.00257589,8.38862298
          Central African Republic,1995,79.65992576,23.93836175,0.002316987,6.928539587
          Central African Republic,1996,90.58550127,26.59233944,0.002272692,7.583815033
          Central African Republic,1997,92.08292532,26.43002632,0.002006872,9.819649029
          Central African Republic,1998,99.68523873,28.00458667,0.001729864,10.3051052
          Central African Republic,1999,103.4630587,28.48427416,0.001449566,10.35202466
          Central African Republic,2000,104.3057838,28.17851376,0.001400073,11.40700355
          Central African Republic,2001,109.4896826,29.06496049,0.001464238,11.74995073
          Central African Republic,2002,115.0899123,30.05556519,0.001534283,11.60854332
          Central African Republic,2003,137.28537,35.29118848,0.001462424,12.04943893
          Central African Republic,2004,165.8684265,41.96777165,0.001494221,13.0643948
          Central African Republic,2005,198.2874548,49.35126354,0.001714843,14.68744381
          Central African Republic,2006,232.9027658,56.97879597,0.001628644,15.81006416
          Central African Republic,2007,289.7,69.6236908,0.001618339,17.06810679
          Central African Republic,2008,406.8,95.98955724,0.002632791,20.51203503
          Central African Republic,2009,449,103.9802433,0.002488774,22.6621478
          Central African Republic,2010,510.6,116.0177421,0.002564971,25.73865343
          Central African Republic,2011,547.5,122.0235993,0.002678808,25.28603317
          Chad,1980,121.37,26.65077472,0.017364581,13.20539717
          Chad,1981,120.66,25.91430282,0.016105843,15.4645076
          Chad,1982,120.24,25.23315062,0.015336637,16.19689649
          Chad,1983,120.25,24.62669312,0.014375547,16.2362681
          Chad,1984,123.34,24.61266089,0.014244243,15.08276137
          Chad,1985,163.19,31.67914206,0.016523935,17.75437389
          Chad,1986,171.09,32.25380762,0.015056598,18.06195747
          Chad,1987,152.45,27.86912607,0.011401384,14.7763923
          Chad,1988,132.59,23.485097,0.008674618,10.08649487
          Chad,1989,117.19,20.11163942,0.006376231,9.200024689
          Chad,1990,127.88,21.27353764,0.006144688,8.294385568
          Chad,1991,132.55,21.38673838,0.005653761,7.962780583
          Chad,1992,134.62,21.0743636,0.005550674,8.066803045
          Chad,1993,149.901,22.77065185,0.005746085,10.28568316
          Chad,1994,177.066,26.09344574,0.00620891,14.9843178
          Chad,1995,200.487,28.64874335,0.005831362,13.87629088
          Chad,1996,186.304,25.80716299,0.004674166,11.70339207
          Chad,1997,202.398,27.17267776,0.004411099,13.11908053
          Chad,1998,215.934,28.08044281,0.003747158,12.28469322
          Chad,1999,239.169,30.09557591,0.00335087,15.64440898
          Chad,2000,335.602,40.81593933,0.004504711,24.22487456
          Chad,2001,786.068,92.28377176,0.010512323,45.97594497
          Chad,2002,1705.948,193.1728636,0.022742282,85.84125853
          Chad,2003,2416.65,264.0024304,0.025743219,88.7599799
          Chad,2004,2868.283,302.7278066,0.025838842,64.9686324
          Chad,2005,2741.866,280.1853115,0.023712395,46.68296627
          Chad,2006,2430.037,240.9773934,0.01699278,38.57307379
          Chad,2007,2321.09,223.7877005,0.012966206,33.11986107
          Chad,2008,2510.379,235.6331031,0.016247057,30.05015018
          Chad,2009,3594.179,328.6230001,0.019922273,52.12520238
          Chad,2010,5509.377,490.71657,0.027676047,67.46359962
          Chad,2011,7249.18,628.9690266,0.035468781,81.22140082
          Chile,1980,10846.884,970.3069654,1.551879377,36.79468365
          Chile,1981,11229.884,989.5529272,1.498978537,31.77069259
          Chile,1982,11630.684,1008.970898,1.483496186,46.05181265
          Chile,1983,11765.984,1004.399868,1.40659002,56.47281958
          Chile,1984,11843.584,994.5747418,1.367787308,57.3453604
          Chile,1985,11987.884,990.1429931,1.213842838,65.80436959
          Chile,1986,12303.384,999.4084804,1.082746574,62.82406512
          Chile,1987,13193.884,1053.914672,0.98674015,57.69534623
          Chile,1988,14161.784,1112.175381,0.926525926,53.05984645
          Chile,1989,15445.484,1192.141023,0.840378655,50.74087403
          Chile,1990,16106.684,1221.330195,0.773932951,48.06899686
          Chile,1991,16928.784,1260.584326,0.722076903,44.21245294
          Chile,1992,17864.084,1306.009421,0.736574865,38.5993172
          Chile,1993,18898.284,1356.720144,0.724419089,38.45407898
          Chile,1994,21481.284,1515.446257,0.753252248,38.17714624
          Chile,1995,24437.384,1695.931605,0.710785361,33.91032625
          Chile,1996,29252,1999.348086,0.733901052,38.60650178
          Chile,1997,34523.4,2326.368706,0.752409229,41.68891153
          Chile,1998,37630.1,2502.140744,0.653004796,47.40858044
          Chile,1999,43498.2,2855.794716,0.609430249,59.59003238
          Chile,2000,45753.4,2967.181199,0.614137744,60.84477789
          Chile,2001,43481.7,2786.53824,0.581493823,63.41354571
          Chile,2002,42311.3,2680.646485,0.564059114,62.9017194
          Chile,2003,54569.77501,3419.203182,0.581301254,73.75302946
          Chile,2004,65629.3121,4068.216083,0.591219714,68.61196675
          Chile,2005,78599.43169,4821.540473,0.679749034,66.46877498
          Chile,2006,84534.59748,5133.05334,0.59113413,57.59508104
          Chile,2007,107582.6649,6467.926536,0.600984447,65.47260972
          Chile,2008,101736.7905,6057.350311,0.6584358,59.58547014
          Chile,2009,127940.1197,7545.53575,0.709162767,79.5354225
          Chile,2010,154638.2738,9035.940928,0.776816707,76.01079073
          Chile,2011,158101.9411,9154.967556,0.773561032,67.54677116
          China,1980,1074,1.112344233,0.153658733,0.350384637
          China,1981,1339,1.368186076,0.178731344,0.455672044
          China,1982,1769,1.782870839,0.225636321,0.598909876
          China,1983,2685,2.667826324,0.320984136,0.853364977
          China,1984,4104,4.017746645,0.473961185,1.293200999
          China,1985,6060,5.841596105,0.613610175,1.960640927
          China,1986,8303.73,7.875457973,0.730761164,2.728367488
          China,1987,10617.26,9.901501073,0.794040385,3.218800678
          China,1988,13810.94,12.66478341,0.903572175,3.340505294
          China,1989,17203.51,15.52324211,0.936031697,3.741664627
          China,1990,20690.62,18.39303094,0.994193007,5.115183432
          China,1991,25056.96,21.97408496,1.068774466,5.90803246
          China,1992,36064.47,31.23746658,1.487016189,7.214924097
          China,1993,63579.42,54.44429326,2.437160196,9.917726383
          China,1994,74151,62.81662429,2.600142871,12.72643322
          China,1995,101098,84.76263365,2.940534815,13.35578812
          China,1996,128069,106.308413,3.213112737,14.35728684
          China,1997,153995,126.618161,3.356194907,15.6332815
          China,1998,175156,142.7299703,3.039527084,16.75814646
          China,1999,186189,150.4598334,2.608595496,16.91433843
          China,2000,193348,155.058951,2.595267338,16.20909805
          China,2001,203142,161.7936175,2.716678928,15.42191194
          China,2002,216503,171.3557855,2.886238199,14.87426607
          China,2003,228371,179.7016775,2.432708375,13.83421457
          China,2004,245467,192.0854389,2.211282198,12.63482716
          China,2005,272094,211.7688006,2.353142126,11.91476568
          China,2006,292559,226.4798028,2.04580864,10.49631545
          China,2007,327087,251.8805282,1.827192139,9.360450202
          China,2008,378083,289.6585437,2.446935678,8.342831003
          China,2009,473083,360.6292943,2.622264619,9.366973158
          China,2010,587817,445.9260219,2.952865775,10.2418592
          China,2011,711802,528.2133544,3.482704172,10.0781159
"          China, Hong Kong SAR",1980,177755.32,35174.3189,25.43171064,616.8151666
"          China, Hong Kong SAR",1981,179818.1056,34903.12458,24.00233883,581.0790226
"          China, Hong Kong SAR",1982,181054.9623,34627.34545,23.09359845,562.4071345
"          China, Hong Kong SAR",1983,182199.0894,34435.27184,21.78138443,611.7424895
"          China, Hong Kong SAR",1984,183486.8291,34294.59718,21.19045687,550.12062
"          China, Hong Kong SAR",1985,183219.6085,33837.88153,18.55204885,515.6429071
"          China, Hong Kong SAR",1986,185107.9221,33736.94837,16.29023108,452.4793312
"          China, Hong Kong SAR",1987,191357.7513,34389.48005,14.31120482,379.1868151
"          China, Hong Kong SAR",1988,196336.7008,34783.84205,12.84520676,329.4187549
"          China, Hong Kong SAR",1989,198377.7958,34669.38946,10.79360577,288.5367532
"          China, Hong Kong SAR",1990,201652.8681,34804.59875,9.689505255,262.2631988
"          China, Hong Kong SAR",1991,202673.7281,34603.27388,8.644803899,228.1553764
"          China, Hong Kong SAR",1992,206561.1952,34926.82002,8.516965351,198.6014027
"          China, Hong Kong SAR",1993,213490.8211,35738.13404,8.183643883,177.961547
"          China, Hong Kong SAR",1994,221318.76,36593.5651,7.760655904,163.2928478
"          China, Hong Kong SAR",1995,227532.1225,37031.31845,6.617995683,157.7564804
"          China, Hong Kong SAR",1996,237992.2962,37967.70123,5.970969385,149.7130015
"          China, Hong Kong SAR",1997,249360.4441,38876.86413,5.43460666,141.4311645
"          China, Hong Kong SAR",1998,225078.2339,34290.52934,3.905840439,134.8510593
"          China, Hong Kong SAR",1999,405265.9889,60554.01623,5.67796719,248.1984947
"          China, Hong Kong SAR",2000,455469.4715,67145.53831,6.113665736,269.3157185
"          China, Hong Kong SAR",2001,419347.5696,61408.05594,5.608060892,251.7196389
"          China, Hong Kong SAR",2002,336278.2765,49186.74655,4.482982717,205.321969
"          China, Hong Kong SAR",2003,381342.007,55896.94854,4.062222848,240.4849904
"          China, Hong Kong SAR",2004,453060.0116,66550.6046,4.081377693,273.1146802
"          China, Hong Kong SAR",2005,523219.4776,76832.64479,4.524942827,294.3209689
"          China, Hong Kong SAR",2006,742416.1039,108651.7341,5.191572572,390.8860404
"          China, Hong Kong SAR",2007,1177536.243,171333.3241,6.578020426,568.6183902
"          China, Hong Kong SAR",2008,816184.3752,117837.2814,5.282307502,378.9773412
"          China, Hong Kong SAR",2009,936374.5729,133997.9663,5.190256071,447.4168257
"          China, Hong Kong SAR",2010,1089869.445,154521.5143,5.474898112,485.5542919
"          China, Hong Kong SAR",2011,1138364.819,159833.6043,5.56979034,467.289725
"          China, Macao SAR",1980,2800.5,11373.51257,0.400671584,266.0359907
"          China, Macao SAR",1981,2800.5,11102.03726,0.373814137,251.873673
"          China, Macao SAR",1982,2800.76,10734.45938,0.357237526,237.8119012
"          China, Macao SAR",1983,2808.91,10339.60945,0.335797225,240.4933832
"          China, Macao SAR",1984,2808.91,9902.313317,0.324394326,207.8384734
"          China, Macao SAR",1985,2808.53,9481.550252,0.284379965,201.2196725
"          China, Macao SAR",1986,2808.58,9083.023945,0.247166176,179.2075134
"          China, Macao SAR",1987,2808.49,8704.798272,0.210040489,138.4931065
"          China, Macao SAR",1988,2808.84,8361.359922,0.183766613,117.9204593
"          China, Macao SAR",1989,2808.24,8059.395654,0.152794497,99.42495851
"          China, Macao SAR",1990,2808.72,7808.311719,0.134960179,82.68802867
"          China, Macao SAR",1991,2819.44,7630.564043,0.120259819,71.57730031
"          China, Macao SAR",1992,2799.94,7409.483283,0.115447589,54.08308681
"          China, Macao SAR",1993,2796.34,7259.58156,0.107190795,47.20373798
"          China, Macao SAR",1994,2799.82,7144.111088,0.098177125,42.58261803
"          China, Macao SAR",1995,2802.01,7032.698669,0.081499218,38.63264177
"          China, Macao SAR",1996,2807.95,6936.498291,0.070448429,40.56066904
"          China, Macao SAR",1997,2810.26,6836.783846,0.061247315,40.31411797
"          China, Macao SAR",1998,2792.37,6689.352833,0.048456714,43.21781914
"          China, Macao SAR",1999,2801.79,6603.447626,0.039254396,45.33882482
"          China, Macao SAR",2000,2801,6485.79308,0.037597202,44.44640246
"          China, Macao SAR",2001,2960.840711,6725.133069,0.039596211,46.52410486
"          China, Macao SAR",2002,3221.317598,7166.892705,0.042943931,47.22392775
"          China, Macao SAR",2003,3558.9666,7746.044452,0.037911678,45.79442619
"          China, Macao SAR",2004,3891.478869,8277.505586,0.035056272,38.85507406
"          China, Macao SAR",2005,5038.386899,10466.33062,0.043573326,43.80504313
"          China, Macao SAR",2006,6506.026805,13189.66565,0.04549539,45.7833437
"          China, Macao SAR",2007,9123.971571,18041.94027,0.050968853,51.66832462
"          China, Macao SAR",2008,10532.79715,20315.42686,0.068167776,52.27395646
"          China, Macao SAR",2009,10522.54688,19809.19791,0.058325711,50.74104684
"          China, Macao SAR",2010,13599.76546,25015.38742,0.06831766,50.04060194
"          China, Macao SAR",2011,17991.05526,32373.67585,0.088026619,51.92664329
"          China, Taiwan Province of",1980,2405,136.3209366,0.344086827,5.69566032
"          China, Taiwan Province of",1981,2537.042328,140.9506252,0.338647487,5.162619122
"          China, Taiwan Province of",1982,2574.285714,140.2509426,0.328350683,5.188438219
"          China, Taiwan Province of",1983,2261.182609,121.2225867,0.270317968,4.178444783
"          China, Taiwan Province of",1984,3047.910334,161.0106661,0.351995905,4.998726608
"          China, Taiwan Province of",1985,2930,152.6716762,0.296679507,4.638473005
"          China, Taiwan Province of",1986,3973.687324,204.7083811,0.34970024,5.118793418
"          China, Taiwan Province of",1987,5738.500876,292.5262486,0.429169244,5.551293618
"          China, Taiwan Province of",1988,6801,342.797453,0.444951203,5.573370648
"          China, Taiwan Province of",1989,8405,419.0872007,0.457310538,5.544296263
"          China, Taiwan Province of",1990,9735,480.0545354,0.467770851,5.90091895
"          China, Taiwan Province of",1991,11006,536.7846221,0.469447681,5.952204897
"          China, Taiwan Province of",1992,11885,574.0373693,0.490044285,5.403789913
"          China, Taiwan Province of",1993,12802,612.5646376,0.490733084,5.528671962
"          China, Taiwan Province of",1994,14177,672.3212725,0.497123781,5.610253833
"          China, Taiwan Province of",1995,15736,739.9029879,0.457697045,5.726909977
"          China, Taiwan Province of",1996,17600,820.8406976,0.44156497,6.112524862
"          China, Taiwan Province of",1997,19848,917.4395044,0.432570905,6.643865828
"          China, Taiwan Province of",1998,20070,919.1368833,0.348279868,7.295098479
"          China, Taiwan Province of",1999,22996,1044.774607,0.32218478,7.690636193
"          China, Taiwan Province of",2000,19521,879.937506,0.262026055,5.985065145
"          China, Taiwan Province of",2001,34746,1555.248797,0.464668685,11.83104762
"          China, Taiwan Province of",2002,30069,1338.591006,0.400854937,9.986465129
"          China, Taiwan Province of",2003,37262,1651.489454,0.396931219,11.9991661
"          China, Taiwan Province of",2004,38283,1690.434814,0.344871271,11.25923001
"          China, Taiwan Province of",2005,43175,1899.472063,0.373389017,11.83367736
"          China, Taiwan Province of",2006,50211,2200.788955,0.351115835,13.34212797
"          China, Taiwan Province of",2007,48640,2123.83198,0.271715555,12.37310302
"          China, Taiwan Province of",2008,45458,1976.076655,0.294202072,11.35866173
"          China, Taiwan Province of",2009,55756,2415.509585,0.309051448,14.77175066
"          China, Taiwan Province of",2010,64203,2774.406361,0.322520174,14.9243217
"          China, Taiwan Province of",2011,56154,2416.525013,0.27475024,12.02888333
          Colombia,1980,1060.994,39.4789846,0.151797946,2.247677636
          Colombia,1981,1200.733,43.68576973,0.160275297,2.334360093
          Colombia,1982,1314.21,46.76195995,0.167627761,2.386292191
          Colombia,1983,1431.402,49.82365257,0.17112005,2.614814557
          Colombia,1984,1741.214,59.30659324,0.201088658,3.220032455
          Colombia,1985,2230.741,74.37405102,0.225875475,4.522784191
          Colombia,1986,2671.715,87.22328546,0.235121513,5.40950807
          Colombia,1987,2992.263,95.68860012,0.223784448,5.820514989
          Colombia,1988,3010.736,94.34125324,0.196975534,5.432305345
          Colombia,1989,3269.865,100.4334759,0.17791121,5.850711417
          Colombia,1990,3500.149,105.41563,0.168183634,6.148716334
          Colombia,1991,3601.960586,106.4095619,0.153637293,6.179304701
          Colombia,1992,3891.328,112.8008817,0.160447879,6.237119284
          Colombia,1993,4284.196,121.8963519,0.164224083,5.932749943
          Colombia,1994,5086.081,142.0773779,0.178346041,5.336424434
          Colombia,1995,6406.992,175.7587241,0.186353667,5.809097029
          Colombia,1996,11773.39389,317.2342339,0.295381723,10.16436819
          Colombia,1997,19693.62586,521.3394495,0.429206447,15.48423551
          Colombia,1998,16644.53523,433.0105455,0.288836898,14.17058337
          Colombia,1999,13423.76675,343.2955495,0.188073288,13.04568693
          Colombia,2000,11157.19708,280.5842094,0.149760583,11.17107511
          Colombia,2001,15377.06752,380.407709,0.205642139,15.65705456
          Colombia,2002,18031.6023,438.95863,0.240382347,18.4065431
          Colombia,2003,20540.30472,492.1965649,0.218804364,21.70330219
          Colombia,2004,24783.28855,584.708558,0.223259521,21.16754896
          Colombia,2005,36903.109,857.4031266,0.319148016,25.17844653
          Colombia,2006,45227.603,1035.038541,0.316267902,27.81693985
          Colombia,2007,56448.399,1272.726885,0.315335281,27.21500047
          Colombia,2008,67286.518,1495.063856,0.43547523,27.52396228
          Colombia,2009,75087.181,1644.699449,0.416202776,31.99372081
          Colombia,2010,82564.456,1783.448311,0.41475792,28.6596732
          Colombia,2011,95668.121,2038.652933,0.468084895,28.71501701
          Comoros,1980,1.92002,5.838393729,0.0002747,1.554600799
          Comoros,1981,1.92003,5.634254559,0.000256288,1.680229696
          Comoros,1982,2.07003,5.873825252,0.000264033,1.9329895
          Comoros,1983,2.07004,5.690690815,0.000247467,1.856210591
          Comoros,1984,2.07005,5.522312806,0.000239065,1.925810065
          Comoros,1985,2.07006,5.366464458,0.000209606,1.808059378
          Comoros,1986,2.07007,5.22229314,0.000182174,1.273985049
          Comoros,1987,9.62007,23.64827261,0.000719463,4.897363036
          Comoros,1988,13.39007,32.10455144,0.000876037,6.453774846
          Comoros,1989,16.66007,38.98077175,0.000906464,8.38313416
          Comoros,1990,17.053073,38.94498214,0.000819407,6.995497906
          Comoros,1991,19.559233,43.60294131,0.000834276,7.968097278
          Comoros,1992,18.112253,39.41602124,0.000746807,6.804229806
          Comoros,1993,18.302958,38.87918176,0.000701599,6.944298534
          Comoros,1994,18.480672,38.30977133,0.000648034,9.948585062
          Comoros,1995,19.370197,39.17238708,0.000563401,8.352958859
          Comoros,1996,19.880197,39.20663942,0.000498773,8.624973101
          Comoros,1997,19.900197,38.25849994,0.000433709,9.382172427
          Comoros,1998,20.28441339,38.0033,0.000352001,9.417350909
          Comoros,1999,20.55541339,37.51918978,0.000287991,9.235048413
          Comoros,2000,20.64904951,36.71144455,0.000277168,10.22737068
          Comoros,2001,21.7949645,37.73568959,0.000291471,9.901596718
          Comoros,2002,22.22538798,37.46883352,0.00029629,8.849010104
          Comoros,2003,23.01914802,37.78146017,0.00024521,7.09436508
          Comoros,2004,23.69050239,37.8517508,0.000213415,6.536744875
          Comoros,2005,24.24914607,37.71403831,0.000209713,6.265344262
          Comoros,2006,25.07532261,37.96076143,0.000175347,6.219394637
          Comoros,2007,32.75705859,48.27138528,0.000182989,7.04530327
          Comoros,2008,37.38888433,53.63997212,0.000241979,7.052768274
          Comoros,2009,51.17299231,71.49322594,0.000283648,9.558941334
          Comoros,2010,55.11152641,75.00718123,0.00027685,10.18348756
          Comoros,2011,61.92503305,82.13490018,0.000302987,10.19038081
          Congo,1980,314.843,175.0795897,0.045045043,18.45739256
          Congo,1981,345.686,186.6666955,0.046142587,17.34035785
          Congo,1982,381.035,199.7740297,0.048601094,17.63478261
          Congo,1983,437.114,222.5293718,0.052255739,20.84083094
          Congo,1984,472.063,233.423806,0.054517432,21.5199935
          Congo,1985,484.753,232.9253221,0.049084055,22.43205119
          Congo,1986,507.192,236.9295464,0.044634907,27.4268682
          Congo,1987,550.641,250.1666215,0.04118117,23.96556715
          Congo,1988,559.736,247.3983299,0.03662038,25.29976912
          Congo,1989,552.611,237.6785726,0.030067202,22.79017786
          Congo,1990,575.163,240.7645856,0.027636824,20.55073914
          Congo,1991,607.916,247.7307903,0.025929925,22.31004339
          Congo,1992,610.655,242.3045668,0.025178628,20.81856924
          Congo,1993,896.71,346.4514908,0.034373165,33.40543569
          Congo,1994,899.7,338.366903,0.031548442,50.64561134
          Congo,1995,1021.515,373.8107941,0.029711769,48.27566789
          Congo,1996,1094.094,389.3409458,0.027449636,43.06274099
          Congo,1997,1173.266,405.8562889,0.025570372,50.51260823
          Congo,1998,1206.043,405.6204342,0.020928774,62.65473829
          Congo,1999,1726.681,565.1175266,0.024191613,73.3537565
          Congo,2000,1888.765,602.3283573,0.025352474,58.65892554
          Congo,2001,1960.112,609.9939938,0.026213166,70.14780912
          Congo,2002,2090.673,635.6710084,0.027871116,69.22772667
          Congo,2003,2412.077,716.7769483,0.025694506,68.99792841
          Congo,2004,2924.869,848.8300856,0.026348596,62.91896172
          Congo,2005,4399.65,1245.239058,0.038049357,72.2803436
          Congo,2006,6324.529,1742.985442,0.044226211,81.80452615
          Congo,2007,8599.879,2305.219358,0.048041137,115.6593428
          Congo,2008,11125.532,2900.038813,0.072003928,109.3302838
          Congo,2009,12987.086,3294.998749,0.071986472,158.464158
          Congo,2010,15195.951,3758.67688,0.076336009,141.0326674
          Congo,2011,18126.868,4378.737063,0.088691123,136.9085659
          Cook Islands,1980,0,0,0,0
          Cook Islands,1981,0,0,0,0
          Cook Islands,1982,0,0,0,0
          Cook Islands,1983,0,0,0,0
          Cook Islands,1984,0,0,0,0
          Cook Islands,1985,0,0,0,0
          Cook Islands,1986,0,0,0,0
          Cook Islands,1987,0,0,0,0
          Cook Islands,1988,2.24,127.1787884,0.000146551,4.314155228
          Cook Islands,1989,9.74,554.0386803,0.000529947,18.56019265
          Cook Islands,1990,14.11,801.0673328,0.000677991,24.05757764
          Cook Islands,1991,13.63,768.7535251,0.000581371,21.31479767
          Cook Islands,1992,13.63,761.0698531,0.000561994,20.62284952
          Cook Islands,1993,13.63,752.8307097,0.000522472,18.44398779
          Cook Islands,1994,14.17,776.3532764,0.000496878,16.15216263
          Cook Islands,1995,14.37,784.9456492,0.000417966,15.38750181
          Cook Islands,1996,42.63,2336.402499,0.001069541,45.2691904
          Cook Islands,1997,63.34,3500.414479,0.001380443,73.16134657
          Cook Islands,1998,74.06,4133.043139,0.001285182,98.09188912
          Cook Islands,1999,62.23,3494.496855,0.000871872,76.97739784
          Cook Islands,2000,34.45,1932.136848,0.000462415,37.59598048
          Cook Islands,2001,35.05,1946.465264,0.000468734,36.42079691
          Cook Islands,2002,35.02,1912.511605,0.000466858,31.49367297
          Cook Islands,2003,35.02,1873.428556,0.000373048,22.92300784
          Cook Islands,2004,34.48,1807.601573,0.000310612,19.31908098
          Cook Islands,2005,34.98,1802.906917,0.000302517,19.16105457
          Cook Islands,2006,38.39,1952.795157,0.000268454,20.43617802
          Cook Islands,2007,37.97,1911.786919,0.00021211,16.65823142
          Cook Islands,2008,39.133,1954.792947,0.000253267,16.76374078
          Cook Islands,2009,40.518,2010.220282,0.000224588,19.61810467
          Cook Islands,2010,41.227,2032.087934,0.000207102,16.63992311
