ECONOMY,YEAR,US Dollars at current prices and current exchange rates in millions,US Dollars at current prices and current exchange rates per capita,Percentage of total world,Percentage of Gross Domestic Product
          Bhutan,2008,7.187115283,10.24735448,0.000401357,0.571485329
          Bhutan,2009,18.30267191,25.64602707,0.001527994,1.447079879
          Bhutan,2010,16.26141449,22.40049383,0.001242276,1.094178957
          Bhutan,2011,13.87164196,18.78946501,0.000909961,0.85792986
          Bolivia (Plurinational State of),1980,47,8.780699052,0.086910967,1.342235633
          Bolivia (Plurinational State of),1981,75.7,13.83652972,0.108810886,1.958514759
          Bolivia (Plurinational State of),1982,31.1,5.564257784,0.053565972,0.792980125
          Bolivia (Plurinational State of),1983,7,1.226223311,0.013925429,0.179712096
          Bolivia (Plurinational State of),1984,7,1.200518075,0.012315505,0.174255851
          Bolivia (Plurinational State of),1985,10,1.67861533,0.017899941,0.243913534
          Bolivia (Plurinational State of),1986,13.4,2.200959783,0.015513144,0.327867144
          Bolivia (Plurinational State of),1987,38.1,6.121934473,0.02788325,0.882690571
          Bolivia (Plurinational State of),1988,31.9,5.012988197,0.019448425,0.693838408
          Bolivia (Plurinational State of),1989,36,5.531298932,0.018248473,0.763362905
          Bolivia (Plurinational State of),1990,67,10.06238378,0.032296158,1.376452911
          Bolivia (Plurinational State of),1991,95.7,14.04495619,0.06211352,1.791040608
          Bolivia (Plurinational State of),1992,122.1,17.50746469,0.073607067,2.163410035
          Bolivia (Plurinational State of),1993,123.6,17.31527987,0.055347514,2.155297845
          Bolivia (Plurinational State of),1994,130.2,17.82528754,0.050859387,2.176839159
          Bolivia (Plurinational State of),1995,374.3,50.10089112,0.109189493,5.573965832
          Bolivia (Plurinational State of),1996,429.3,56.20859477,0.109823617,5.803744715
          Bolivia (Plurinational State of),1997,854,109.4263917,0.175052553,10.77502412
          Bolivia (Plurinational State of),1998,1026.05,128.7190432,0.145278139,12.0747362
          Bolivia (Plurinational State of),1999,1010.488,124.1568477,0.092583119,12.19650209
          Bolivia (Plurinational State of),2000,736.404606,88.64603609,0.052580027,8.768959733
          Bolivia (Plurinational State of),2001,705.765957,83.25942969,0.085276844,8.66872756
          Bolivia (Plurinational State of),2002,676.570098,78.24641841,0.107738416,8.558236277
          Bolivia (Plurinational State of),2003,197.401006,22.39144724,0.033631292,2.442356308
          Bolivia (Plurinational State of),2004,85.459975,9.513610668,0.011481476,0.974107444
          Bolivia (Plurinational State of),2005,-287.829948,-31.46832891,-0.029348627,-3.014203856
          Bolivia (Plurinational State of),2006,280.863346,30.17874791,0.019193161,2.452559586
          Bolivia (Plurinational State of),2007,366.2942415,38.70601338,0.018541502,2.791858858
          Bolivia (Plurinational State of),2008,512.5730171,53.29051609,0.028624079,3.074028435
          Bolivia (Plurinational State of),2009,423.029075,43.28353494,0.035316473,2.439610034
          Bolivia (Plurinational State of),2010,642.9479895,64.7490198,0.049117445,3.273600211
          Bolivia (Plurinational State of),2011,858.9410704,85.14392098,0.056345353,3.508883143
"          Bonaire, Sint Eustatius and Saba",1980,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1981,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1982,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1983,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1984,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1985,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1986,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1987,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1988,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1989,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1990,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1991,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1992,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1993,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1994,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1995,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1996,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1997,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1998,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",1999,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",2000,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",2001,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",2002,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",2003,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",2004,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",2005,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",2006,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",2007,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",2008,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",2009,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",2010,_,_,_,_
"          Bonaire, Sint Eustatius and Saba",2011,..,..,..,..
          Bosnia and Herzegovina,1980,_,_,_,_
          Bosnia and Herzegovina,1981,_,_,_,_
          Bosnia and Herzegovina,1982,_,_,_,_
          Bosnia and Herzegovina,1983,_,_,_,_
          Bosnia and Herzegovina,1984,_,_,_,_
          Bosnia and Herzegovina,1985,_,_,_,_
          Bosnia and Herzegovina,1986,_,_,_,_
          Bosnia and Herzegovina,1987,_,_,_,_
          Bosnia and Herzegovina,1988,_,_,_,_
          Bosnia and Herzegovina,1989,_,_,_,_
          Bosnia and Herzegovina,1990,_,_,_,_
          Bosnia and Herzegovina,1991,_,_,_,_
          Bosnia and Herzegovina,1992,0,0,0,0
          Bosnia and Herzegovina,1993,0,0,0,0
          Bosnia and Herzegovina,1994,0,0,0,0
          Bosnia and Herzegovina,1995,0,0,0,0
          Bosnia and Herzegovina,1996,0,0,0,0
          Bosnia and Herzegovina,1997,0,0,0,0
          Bosnia and Herzegovina,1998,66.73637671,19.17554933,0.009449185,1.577754413
          Bosnia and Herzegovina,1999,176.7801503,49.08599019,0.016196984,3.772311494
          Bosnia and Herzegovina,2000,146.0755773,39.54724433,0.010429943,2.630400617
          Bosnia and Herzegovina,2001,118.8670699,31.71166931,0.014362564,2.055240491
          Bosnia and Herzegovina,2002,265.1736865,70.22825826,0.042226804,3.951499448
          Bosnia and Herzegovina,2003,381.053072,100.7352842,0.064920172,4.495466948
          Bosnia and Herzegovina,2004,511.1861652,135.1858685,0.068677432,5.049532677
          Bosnia and Herzegovina,2005,350.9206979,92.81158558,0.035781686,3.216766968
          Bosnia and Herzegovina,2006,554.6896547,146.6816731,0.037905437,4.487344775
          Bosnia and Herzegovina,2007,1819.244227,481.4045671,0.092088591,11.93729905
          Bosnia and Herzegovina,2008,1001.647693,265.395911,0.05593592,5.410833327
          Bosnia and Herzegovina,2009,250.7298155,66.54748171,0.020932114,1.470589529
          Bosnia and Herzegovina,2010,229.9660062,61.15874828,0.017568051,1.365853324
          Bosnia and Herzegovina,2011,435.0576428,115.9464837,0.028539183,2.384897552
          Botswana,1980,111.55,111.9742705,0.206274859,10.65199742
          Botswana,1981,88.44,85.62391506,0.127123312,8.434840368
          Botswana,1982,21.07,19.69698244,0.036290515,2.138476408
          Botswana,1983,23.79,21.49435942,0.047326564,2.075818049
          Botswana,1984,62.15,54.30594124,0.109344092,5.072090276
          Botswana,1985,53.61,45.32453841,0.095961585,4.857504395
          Botswana,1986,70.4,57.62037666,0.081501889,5.118380171
          Botswana,1987,113.58,90.05458935,0.083122822,5.842151543
          Botswana,1988,39.92,30.68064614,0.024337967,1.53890017
          Botswana,1989,42.19,31.44893182,0.021386197,1.399246983
          Botswana,1990,95.9,69.3735618,0.046226888,2.581334022
          Botswana,1991,-8.211480243,-5.768230746,-0.005329613,-0.212676584
          Botswana,1992,-1.5,-1.023943904,-0.000904264,-0.036923472
          Botswana,1993,-287.4,-190.831965,-0.128696405,-7.051262949
          Botswana,1994,-14.15454529,-9.153140935,-0.005529121,-0.332874342
          Botswana,1995,70.41313609,44.40684475,0.020540675,1.485380289
          Botswana,1996,71.17501955,43.83497211,0.018208009,1.458044288
          Botswana,1997,100.15614,60.31547607,0.020529963,1.937876892
          Botswana,1998,95.31813492,56.21541975,0.013496069,1.765866597
          Botswana,1999,36.66724332,21.21727166,0.003359533,0.625027925
          Botswana,2000,57.16593294,32.51898286,0.004081705,1.014893906
          Botswana,2001,30.68191934,17.19405785,0.003707259,0.508506319
          Botswana,2002,403.4139037,223.1144485,0.064240461,6.622536133
          Botswana,2003,417.9857089,228.3916411,0.071212401,5.168751201
          Botswana,2004,391.0666988,211.1314222,0.052539482,3.891748795
          Botswana,2005,278.5914859,148.5288139,0.028406626,2.71649978
          Botswana,2006,486.3900373,255.8728802,0.033238094,4.321270603
          Botswana,2007,494.5869076,256.5896986,0.025035567,3.996198317
          Botswana,2008,528.1186373,270.1620082,0.029492208,3.919728986
          Botswana,2009,968.2009017,488.6014474,0.080830002,8.43844724
          Botswana,2010,559.1042772,278.5847531,0.042712279,3.763168312
          Botswana,2011,587.117153,289.1151655,0.038514078,3.350515167
          Brazil,1980,1910.2,15.69444372,3.532283601,0.999451642
          Brazil,1981,2521.9,20.24184717,3.624969251,1.118073111
          Brazil,1982,3115.2,24.4301297,5.365553566,1.30461289
          Brazil,1983,1326.1,10.1648776,2.638072967,0.77826385
          Brazil,1984,1501.2,11.25505035,2.641148052,0.855351721
          Brazil,1985,1418.4,10.41052248,2.538927677,0.756777741
          Brazil,1986,317.151,2.28085061,0.36716485,0.140748374
          Brazil,1987,1169.1,8.245215284,0.855598614,0.473080433
          Brazil,1988,2805,19.415745,1.710120158,1.016135678
          Brazil,1989,1129.9,7.681760575,0.572748604,0.300917471
          Brazil,1990,988.8,6.607408212,0.476633443,0.245886229
          Brazil,1991,1102.2,7.24431516,0.715376397,0.294585553
          Brazil,1992,2061,13.33272067,1.242458361,0.575049469
          Brazil,1993,1290.9,8.223035476,0.578059112,0.320979391
          Brazil,1994,2149.9,13.48757496,0.839804877,0.374740372
          Brazil,1995,4405.122,27.21762141,1.285046853,0.572873972
          Brazil,1996,10791.687,65.66582244,2.760731663,1.285208717
          Brazil,1997,18992.93431,113.8193145,3.893163505,2.180087347
          Brazil,1998,28855.60992,170.3303158,4.085657918,3.419609613
          Brazil,1999,28578.42961,166.2152462,2.618418178,4.867544806
          Brazil,2000,32779.2397,187.927,2.340470546,5.084189418
          Brazil,2001,22457.35337,126.9658363,2.713494761,4.052304029
          Brazil,2002,16590.20419,92.53319048,2.641858282,3.278433992
          Brazil,2003,10143.52467,55.84624236,1.728156552,1.836317628
          Brazil,2004,18145.88346,98.68684502,2.437884194,2.733913537
          Brazil,2005,15066.29173,81.00724594,1.536236875,1.70811123
          Brazil,2006,18822.20795,100.1403868,1.286239998,1.727990182
          Brazil,2007,34584.90103,182.2194558,1.750658187,2.530256132
          Brazil,2008,45058.1563,235.2375214,2.516223448,2.725258953
          Brazil,2009,25948.5798,134.2770246,2.166310487,1.628894361
          Brazil,2010,48506.48922,248.8195309,3.705610514,2.322033943
          Brazil,2011,66660.14,338.9699487,4.372813535,2.761191749
          British Virgin Islands,1980,-1.14,-103.5140289,-0.002108053,-4.105966935
          British Virgin Islands,1981,0,0,0,0
          British Virgin Islands,1982,2.53,215.7414514,0.004357618,7.079988953
          British Virgin Islands,1983,17.54,1437.115936,0.034893145,43.55542698
          British Virgin Islands,1984,1.24,97.30832614,0.002181604,2.803369387
          British Virgin Islands,1985,16.43,1233.113179,0.029409604,35.66514032
          British Virgin Islands,1986,-3.58,-256.6124292,-0.004144556,-7.140437201
          British Virgin Islands,1987,-0.27,-18.47037898,-0.000197598,-0.451555602
          British Virgin Islands,1988,1.48,96.79529104,0.000902309,2.201891818
          British Virgin Islands,1989,70.96,4455.607183,0.035969768,88.63433968
          British Virgin Islands,1990,18.35,1112.728155,0.008845291,17.49159191
          British Virgin Islands,1991,4.86,286.3877431,0.003154354,3.542790494
          British Virgin Islands,1992,-131.22,-7553.969259,-0.079104991,-74.53564328
          British Virgin Islands,1993,675.98,38139.24622,0.30270075,286.2381436
          British Virgin Islands,1994,677.51,37493.63586,0.264652404,220.7735923
          British Virgin Islands,1995,-576.71,-31274.94577,-0.168235833,-145.2670025
          British Virgin Islands,1996,1109.55,58880.81087,0.283845317,247.1158129
          British Virgin Islands,1997,3636.65,188720.8095,0.745438953,696.6762452
          British Virgin Islands,1998,8777.51871,445514.0955,1.242806474,1460.485642
          British Virgin Islands,1999,7915.398866,393468.1546,0.725226143,1176.136533
          British Virgin Islands,2000,9877.267219,481841.4176,0.705246773,1315.886427
          British Virgin Islands,2001,3483.167174,167106.4659,0.420866864,429.9696794
          British Virgin Islands,2002,1472.01619,69579.13545,0.23440689,187.2251039
          British Virgin Islands,2003,3110.532154,145040.2011,0.529942667,437.1045518
          British Virgin Islands,2004,17605.50847,810529.3711,2.365285268,2359.611331
          British Virgin Islands,2005,-9089.947821,-413367.3406,-0.926858001,-1044.781959
          British Virgin Islands,2006,7548.949745,339232.9009,0.515867274,808.3088303
          British Virgin Islands,2007,31763.66768,1411028.727,1.607849762,3142.226477
          British Virgin Islands,2008,51722.41995,2272314.381,2.888381961,5214.731628
          British Virgin Islands,2009,46503.26994,2021266.134,3.882313487,5305.836573
          British Virgin Islands,2010,49057.91615,2110471.764,3.747736289,5395.785057
          British Virgin Islands,2011,53716.67156,2285426.802,3.523739801,5908.192531
          Brunei Darussalam,1980,-19.57,-103.3808769,-0.036188247,-0.350287285
          Brunei Darussalam,1981,-11.11,-56.85947368,-0.015969471,-0.224482554
          Brunei Darussalam,1982,6.21,30.84932514,0.010695971,0.128478078
          Brunei Darussalam,1983,3.62,17.47762188,0.007201436,0.083067096
          Brunei Darussalam,1984,0.8,3.755833279,0.001407486,0.018658652
          Brunei Darussalam,1985,3.67,16.75416572,0.006569279,0.091888897
          Brunei Darussalam,1986,-6.05,-26.85451511,-0.007004069,-0.248426878
          Brunei Darussalam,1987,-0.07,-0.302114804,-5.12E-05,-0.002502262
          Brunei Darussalam,1988,0.46,1.930299406,0.000280448,0.01728148
          Brunei Darussalam,1989,10,40.79767616,0.00506902,0.334936047
          Brunei Darussalam,1990,7,27.76400595,0.003374225,0.198844649
          Brunei Darussalam,1991,5,19.27844631,0.003245221,0.135091462
          Brunei Darussalam,1992,7,26.23747161,0.004219897,0.167280112
          Brunei Darussalam,1993,8,29.15760048,0.003582363,0.194846004
          Brunei Darussalam,1994,5.89,20.88652482,0.002300782,0.144101301
          Brunei Darussalam,1995,582.7605634,2012.197488,0.170000883,12.31029531
          Brunei Darussalam,1996,653.6,2199.281263,0.167204091,12.77693708
          Brunei Darussalam,1997,701.74,2302.85568,0.143842363,13.50372791
          Brunei Darussalam,1998,573.25,1836.068619,0.081166311,14.15450215
          Brunei Darussalam,1999,747.8686687,2339.619303,0.068521362,16.25968427
          Brunei Darussalam,2000,549.6072508,1680.571102,0.039242508,9.158165641
          Brunei Darussalam,2001,526.4256513,1574.484224,0.063607373,9.398745719
          Brunei Darussalam,2002,1035.528459,3031.539614,0.164899684,17.72143403
          Brunei Darussalam,2003,3298.074255,9456.274333,0.561894294,50.2954255
          Brunei Darussalam,2004,205.6084719,577.6443753,0.027623325,2.61183292
          Brunei Darussalam,2005,289.4836442,797.2054765,0.029517247,3.037145843
          Brunei Darussalam,2006,434.0295376,1172.048644,0.029659972,3.783880337
          Brunei Darussalam,2007,260.167097,689.1606303,0.013169437,2.124272757
          Brunei Darussalam,2008,330.0627301,857.9854952,0.018431992,2.293136087
          Brunei Darussalam,2009,371.3786252,947.788558,0.031004449,3.460265812
          Brunei Darussalam,2010,625.6676099,1568.403715,0.047797326,4.804036122
          Brunei Darussalam,2011,1208.299217,2916.138851,0.079262767,7.389358482
          Bulgaria,1980,0,0,0,0
          Bulgaria,1981,0,0,0,0
          Bulgaria,1982,0,0,0,0
          Bulgaria,1983,0,0,0,0
          Bulgaria,1984,0,0,0,0
          Bulgaria,1985,0,0,0,0
          Bulgaria,1986,0,0,0,0
          Bulgaria,1987,0,0,0,0
          Bulgaria,1988,0,0,0,0
          Bulgaria,1989,0,0,0,0
          Bulgaria,1990,4,0.453570536,0.001928129,0.019299405
          Bulgaria,1991,55.9,6.393661514,0.036281565,0.717062371
          Bulgaria,1992,41.5,4.796975802,0.025017963,0.472024665
          Bulgaria,1993,40,4.678091736,0.017911817,0.36134307
          Bulgaria,1994,105.4,12.47341559,0.041171884,1.06247645
          Bulgaria,1995,90.4,10.81776564,0.026371173,0.675047856
          Bulgaria,1996,109,13.1753723,0.027884403,1.077458246
          Bulgaria,1997,490.1240791,59.78575273,0.100465423,4.62770446
          Bulgaria,1998,535.4389881,65.85735358,0.07581266,4.114159329
          Bulgaria,1999,825.3588687,102.3124673,0.075621183,6.234926973
          Bulgaria,2000,1016.283663,126.9377475,0.072563671,7.875749011
          Bulgaria,2001,808.7768988,101.7616029,0.097723531,5.831694543
          Bulgaria,2002,922.8164111,116.9207478,0.146951186,5.775042683
          Bulgaria,2003,2088.856083,266.4317488,0.355879287,10.10663935
          Bulgaria,2004,3397.118077,436.1329533,0.456399959,13.43632727
          Bulgaria,2005,3919.965925,506.5134612,0.39969996,13.56649109
          Bulgaria,2006,7804.89399,1015.004056,0.533357556,23.50170974
          Bulgaria,2007,12388.85878,1621.51831,0.627113463,29.41664643
          Bulgaria,2008,9855.348445,1298.238758,0.550361153,19.01687678
          Bulgaria,2009,3385.321521,448.8224629,0.282622693,6.97012786
          Bulgaria,2010,1600.522099,213.5643442,0.122270476,3.355262761
          Bulgaria,2011,1864.49125,250.3971859,0.122308063,3.484881688
          Burkina Faso,1980,0.02,0.002773122,3.70E-05,0.001034573
          Burkina Faso,1981,2.43,0.328890692,0.003492873,0.135642223
          Burkina Faso,1982,1.95,0.257514742,0.003358638,0.118674394
          Burkina Faso,1983,1.98,0.255026863,0.003938907,0.131885406
          Burkina Faso,1984,1.67,0.209719718,0.002938128,0.124432154
          Burkina Faso,1985,-1.43,-0.175035056,-0.002559692,-0.091168576
          Burkina Faso,1986,3.14,0.374505793,0.00363517,0.152626508
          Burkina Faso,1987,1.33,0.154526051,0.000973352,0.055552002
          Burkina Faso,1988,3.71,0.419794095,0.00226187,0.140369483
          Burkina Faso,1989,5.67,0.624681118,0.002874135,0.214567269
          Burkina Faso,1990,0.46,0.049335071,0.000221735,0.014680938
          Burkina Faso,1991,0.57,0.059498739,0.000369955,0.017996687
          Burkina Faso,1992,3.113052151,0.316208631,0.00187668,0.091795667
          Burkina Faso,1993,3.178381356,0.314111703,0.001423265,0.098325552
          Burkina Faso,1994,18.37159247,1.766325192,0.007176405,0.959429553
          Burkina Faso,1995,9.816727704,0.918125795,0.002863702,0.408359273
          Burkina Faso,1996,16.22513449,1.476062915,0.004150717,0.620914805
          Burkina Faso,1997,9.765809046,0.864107926,0.002001791,0.394930072
          Burkina Faso,1998,4.407138208,0.379233965,0.000624006,0.155526208
          Burkina Faso,1999,7.92595083,0.663165087,0.000726193,0.263089285
          Burkina Faso,2000,23.10752048,1.879575234,0.0016499,0.877711844
          Burkina Faso,2001,6.267060825,0.495479599,0.000757241,0.221125697
          Burkina Faso,2002,15.02608366,1.154481864,0.002392785,0.468745941
          Burkina Faso,2003,29.12250516,2.174035305,0.004961613,0.692454684
          Burkina Faso,2004,14.34831578,1.040506923,0.001927684,0.296541583
          Burkina Faso,2005,34.1518348,2.405319139,0.003482297,0.625181288
          Burkina Faso,2006,33.59406376,2.297469544,0.002295694,0.577583785
          Burkina Faso,2007,343.5350233,22.80938361,0.01738945,5.085020372
          Burkina Faso,2008,238.3291835,15.36095523,0.013309233,2.837855843
          Burkina Faso,2009,100.8966805,6.312165729,0.008423333,1.207121401
          Burkina Faso,2010,34.61901118,2.102107741,0.002644689,0.404467801
          Burkina Faso,2011,7.417360013,0.437142136,0.000486569,0.076652711
          Burundi,1980,4.6,1.113802262,0.00850618,0.345453034
          Burundi,1981,11.08,2.602586661,0.015926349,0.796939385
          Burundi,1982,0.9,0.204752068,0.001550141,0.061492342
          Burundi,1983,3.04,0.669239865,0.006047615,0.19616952
          Burundi,1984,1.19,0.25345762,0.002093636,0.084481557
          Burundi,1985,1.56,0.321609897,0.002792391,0.095150251
          Burundi,1986,1.52403,0.304306876,0.001764365,0.08825014
          Burundi,1987,1.36771,0.264731574,0.00100095,0.084073504
          Burundi,1988,1.19662,0.224881735,0.000729542,0.078483521
          Burundi,1989,0.52,0.095108967,0.000263589,0.032825127
          Burundi,1990,1.3,0.232071578,0.000626642,0.080868319
          Burundi,1991,0.8,0.139761671,0.000519235,0.048951704
          Burundi,1992,0.5,0.08568876,0.000301421,0.032863745
          Burundi,1993,0.4,0.067416189,0.000179118,0.029241824
          Burundi,1994,0.0001,1.66E-05,3.91E-08,6.67E-06
          Burundi,1995,1.8,0.295724271,0.00052509,0.128224611
          Burundi,1996,0.0001,0.000016286,2.56E-08,8.20E-06
          Burundi,1997,0.0001,1.62E-05,2.05E-08,7.33E-06
          Burundi,1998,2,0.321361803,0.00028318,0.159487458
          Burundi,1999,-0.572606789,-0.091126287,-5.25E-05,-0.050495226
          Burundi,2000,11.68324608,1.832853793,0.000834196,1.174177369
          Burundi,2001,-0.002288184,-0.000352047,-2.77E-07,-0.000246202
          Burundi,2002,0.000010744,1.61E-06,1.70E-09,1.22E-06
          Burundi,2003,-0.007204744,-0.001053516,-1.23E-06,-0.000862256
          Burundi,2004,0.044690708,0.006348532,6.00E-06,0.004684543
          Burundi,2005,0.584700161,0.080632461,0.000059619,0.052350856
          Burundi,2006,0.031593887,0.004226967,0.000002159,0.002480925
          Burundi,2007,0.500244946,0.064901292,0.000025322,0.036891605
          Burundi,2008,3.833211042,0.482566443,0.000214062,0.292146045
          Burundi,2009,0.348404299,0.042639893,2.91E-05,0.026373269
          Burundi,2010,0.780580947,0.093116427,5.96E-05,0.052722766
          Burundi,2011,1.654,0.192882429,0.0001085,0.09612235
          Cambodia,1980,1,0.153711526,0.00184917,0.140369978
          Cambodia,1981,0,0,0,0
          Cambodia,1982,0,0,0,0
          Cambodia,1983,0,0,0,0
          Cambodia,1984,0,0,0,0
          Cambodia,1985,0,0,0,0
          Cambodia,1986,0,0,0,0
          Cambodia,1987,0,0,0,0
          Cambodia,1988,0,0,0,0
          Cambodia,1989,0,0,0,0
          Cambodia,1990,0,0,0,0
          Cambodia,1991,0,0,0,0
          Cambodia,1992,33,3.233469743,0.019893802,1.378645685
          Cambodia,1993,54.12,5.135095617,0.024234688,2.223631552
          Cambodia,1994,68.9,6.343174583,0.026914069,2.5745566
          Cambodia,1995,150.7,13.49242155,0.043961679,4.553756076
          Cambodia,1996,293.7,25.63082639,0.075134396,8.37535238
          Cambodia,1997,168.1,14.32932575,0.034457066,4.881701042
          Cambodia,1998,242.823,20.25866902,0.034381242,7.757728704
          Cambodia,1999,232.239,18.99796587,0.021278245,6.611263232
          Cambodia,2000,148.504,11.93095593,0.010603334,4.050141234
          Cambodia,2001,149.397,11.80660114,0.018051458,3.742597653
          Cambodia,2002,145.106,11.29649608,0.023106978,3.382887705
          Cambodia,2003,83.981,6.448087944,0.014307878,1.800278102
          Cambodia,2004,131.416,9.96031442,0.017655629,2.461942127
          Cambodia,2005,381.18,28.536619,0.03886708,6.057161988
          Cambodia,2006,483.209,35.75119467,0.033020714,6.642492622
          Cambodia,2007,867.289,63.44536011,0.043901429,10.03977739
          Cambodia,2008,815.18,58.97424545,0.045522835,7.874678885
          Cambodia,2009,539.113,38.568947,0.04500771,5.182856015
          Cambodia,2010,782.597,55.35315355,0.059785808,6.943038819
          Cambodia,2011,891.7,62.33405053,0.058494294,6.944774651
          Cameroon,1980,129.83,14.2517992,0.240077678,1.463902462
          Cameroon,1981,135.39,14.43527312,0.194609059,1.626642013
          Cameroon,1982,111.44,11.54632954,0.191941862,1.334417488
          Cameroon,1983,213.82,21.53309558,0.425362161,2.453776316
          Cameroon,1984,17.67,1.729298525,0.031087854,0.205853447
          Cameroon,1985,316.23,30.06315801,0.566049844,3.748638004
          Cameroon,1986,-90.7,-8.372627913,-0.105003143,-0.879347388
          Cameroon,1987,115.93,10.38929615,0.084842655,1.031132288
          Cameroon,1988,92.36,8.035657578,0.056308983,0.840395949
          Cameroon,1989,-85.73,-7.24355794,-0.043456711,-0.846400031
          Cameroon,1990,-112.831,-9.263006043,-0.054388176,-0.952505524
          Cameroon,1991,-14.498,-1.157071914,-0.009409841,-0.12738774
          Cameroon,1992,29.2038,2.26693471,0.017605291,0.251750951
          Cameroon,1993,5.12073,0.386862219,0.00229304,0.04174393
          Cameroon,1994,-9.00569,-0.662685023,-0.003517849,-0.126592775
          Cameroon,1995,7.29242,0.523116479,0.002127319,0.081821362
          Cameroon,1996,101.316,7.091246004,0.025918681,1.061226451
          Cameroon,1997,78.3356,5.353751541,0.016057198,0.858669228
          Cameroon,1998,215.105,14.36312282,0.030456658,2.188741526
          Cameroon,1999,-15.4947,-1.011136024,-0.001419658,-0.154605092
          Cameroon,2000,158.801,10.12873296,0.011338551,1.709860182
          Cameroon,2001,73.2851,4.568971424,0.00885495,0.760762679
          Cameroon,2002,601.746,36.67374956,0.095823272,5.530866364
          Cameroon,2003,336.268,20.0357902,0.05729012,2.466420879
          Cameroon,2004,86.1221,5.017230434,0.011570432,0.545928066
          Cameroon,2005,234.007,13.33100598,0.023860562,1.410712624
          Cameroon,2006,16.3839,0.91283371,0.001119615,0.091259619
          Cameroon,2007,191.017,10.4096333,0.009669118,0.934901362
          Cameroon,2008,-24.198,-1.289956094,-0.001351311,-0.103754969
          Cameroon,2009,668.329,34.85413424,0.055795274,2.858410349
          Cameroon,2010,354,18.06224832,0.027043518,1.496917575
          Cameroon,2011,360,17.97271562,0.023615505,1.347049946
          Canada,1980,5807.29033,236.8748864,10.73866422,2.159731747
          Canada,1981,661.434136,26.70319613,0.950742854,0.219989652
          Canada,1982,124.0141684,4.957384691,0.21359934,0.040278212
          Canada,1983,2001.752649,79.22415049,3.982180492,0.599678483
          Canada,1984,4753.411013,186.1246357,8.36295113,1.369268377
          Canada,1985,1372.411167,53.10656838,2.456607935,0.385824698
          Canada,1986,2852.824757,108.9566974,3.302707463,0.773401542
          Canada,1987,8114.691664,305.5858495,5.938686975,1.925043881
          Canada,1988,6124.919762,227.3254384,3.734170677,1.229499847
          Canada,1989,6010.185897,219.9092705,3.046575435,1.081907721
          Canada,1990,7582.276311,273.7199478,3.654901356,1.301152699
          Canada,1991,2880.956537,102.7015821,1.869867816,0.481604734
          Canada,1992,4723.744103,166.4101016,2.847673632,0.815113578
          Canada,1993,4731.586292,164.8376791,2.118782687,0.83941578
          Canada,1994,8204.114503,282.8124187,3.204732952,1.453398064
          Canada,1995,9254.771966,315.8399737,2.699769856,1.56727782
          Canada,1996,9633.763567,325.6605798,2.464511444,1.569589749
          Canada,1997,11525.1838,386.1001799,2.362427219,1.807790304
          Canada,1998,22803.446,757.2380687,3.228733684,3.697165961
          Canada,1999,24744.06521,814.3828776,2.267105331,3.742010079
          Canada,2000,66795.05222,2178.049931,4.769233631,9.214203907
          Canada,2001,27663.42106,893.3125662,3.342537603,3.866621577
          Canada,2002,22155.45587,708.2555214,3.528080419,3.015769996
          Canada,2003,7482.245459,236.7157816,1.274753296,0.864097304
          Canada,2004,-445.0354337,-13.93191012,-0.059790137,-0.044852157
          Canada,2005,25691.55608,795.8128864,2.619643674,2.266055169
          Canada,2006,60293.91022,1847.920525,4.120262573,4.715593298
          Canada,2007,114652.267,3476.699087,5.803599951,8.051045376
          Canada,2008,57176.8631,1715.582754,3.192979372,3.804996576
          Canada,2009,21405.82626,635.6508238,1.78705988,1.60034349
          Canada,2010,23412.8679,688.277862,1.788605419,1.484608297
